Created.Date,Agency.Name,Complaint.Type,Descriptor,Location.Type,Incident.Zip,Incident.Address,Borough,Latitude,Longitude,location,complain
4/10/13 11:13,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10001,,MANHATTAN,40.74603929,-73.99051569,0,3
8/15/13 12:38,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,10006,,MANHATTAN,40.70849588,-74.0153438,3,5
1/7/13 20:30,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10128,317 EAST 90 STREET,MANHATTAN,40.78018133,-73.94925028,3,2
2/8/13 15:11,Department of Transportation,Traffic Signal Condition,Controller,,11106,,QUEENS,40.75812731,-73.92850105,0,3
11/21/13 13:47,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11361,211-27 47 AVENUE,QUEENS,40.75644791,-73.76960122,0,2
5/31/13 19:27,Lot Cleaning,Vacant Lot,8 Request to Clean Vacant Lot,Lot,11234,2600 FLATBUSH AVENUE,BROOKLYN,40.60743087,-73.9198677,4,5
2/7/13 19:55,BCC - Staten Island,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,,432 STOBE AVENUE,STATEN ISLAND,NA,NA,3,4
3/5/13 18:55,Department of Transportation,Street Light Condition,Street Light Out,,11237,,BROOKLYN,40.69739814,-73.90727451,0,2
11/11/13 12:13,Senior Citizen Rent Increase Exemption Unit,SCRIE,Application Renewal,Senior Address,10468,2455 SEDGWICK AVENUE,BRONX,40.86478981,-73.90880904,4,5
2/13/13 0:00,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,11691,12-03 FRISCO AVENUE,QUEENS,40.60054995,-73.74623512,1,1
6/24/13 20:01,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2240 EAST 26 STREET,BROOKLYN,40.59685076,-73.94507936,3,3
8/26/13 19:45,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11226,,BROOKLYN,40.64495354,-73.95185395,3,2
3/3/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11204,1402 WEST 4 STREET,BROOKLYN,40.61184571,-73.97844389,1,1
2/11/13 12:42,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,Unspecified,NA,NA,0,4
9/27/13 16:22,Department of Transportation,Street Light Condition,Street Light Out,,, BRONX RVR PKWY,BRONX,NA,NA,0,2
8/1/13 0:00,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,11208,2754 PITKIN AVENUE,BROOKLYN,40.67559933,-73.87050359,1,1
9/2/13 12:25,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11421,86-18 91 STREET,QUEENS,40.69468349,-73.85422074,3,2
4/6/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,305 LINDEN BOULEVARD,BROOKLYN,40.65274431,-73.94801738,1,1
1/3/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,11212,455 EAST 94 STREET,BROOKLYN,40.65579019,-73.91827067,1,2
11/14/13 0:00,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11234,1696 TROY AVENUE,BROOKLYN,40.63113017,-73.93400878,1,1
8/12/13 17:48,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11238,498 CLASSON AVENUE,BROOKLYN,40.68325417,-73.95889677,3,3
1/6/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11203,562 MAPLE STREET,BROOKLYN,40.66136273,-73.94188324,1,1
7/23/13 14:02,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10016,462 FIRST AVE,MANHATTAN,40.73917273,-73.97686183,0,1
3/4/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10460,2016 MARMION AVENUE,BRONX,40.84453809,-73.88576678,1,1
2/5/13 15:03,Department of Transportation,Street Condition,Defective Hardware,Street,11220,,BROOKLYN,40.64422979,-74.01490742,3,3
8/27/13 14:47,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11412,104-29 198 STREET,QUEENS,40.70815149,-73.76040462,3,2
10/2/13 9:22,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,11355,149-60 DELAWARE AVENUE,QUEENS,40.75750134,-73.81325539,0,2
10/1/13 8:40,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,Unspecified,NA,NA,0,4
3/19/13 19:30,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11226,125 EAST 18 STREET,BROOKLYN,40.64811959,-73.96281035,3,2
5/30/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11206,152 PULASKI STREET,BROOKLYN,40.69282496,-73.94518782,1,4
9/19/13 0:00,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11212,251 MOTHER GASTON BOULEVARD,BROOKLYN,40.67323906,-73.90778035,1,1
11/17/13 18:20,BCC - Bronx,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10456,866 CAULDWELL AVENUE,BRONX,40.82178741,-73.90748416,3,4
4/5/13 11:34,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,,,MANHATTAN,NA,NA,0,3
6/6/13 12:22,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10026,136 WEST 111 STREET,MANHATTAN,40.7993962,-73.95336757,3,3
3/2/13 21:58,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11411,,QUEENS,40.6974101,-73.73487797,3,3
6/9/13 14:46,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11416,,QUEENS,40.68205157,-73.86048584,3,5
1/18/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10303,399 WALKER STREET,STATEN ISLAND,40.6319553,-74.15339542,1,4
6/28/13 17:14,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10023,,MANHATTAN,40.77542928,-73.98397283,0,1
3/12/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,10453,1840 SEDGWICK AVENUE,BRONX,40.85289575,-73.91808632,1,2
4/29/13 17:41,Department of Transportation,Traffic Signal Condition,Controller,,,,BROOKLYN,NA,NA,0,3
11/5/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10026,233 WEST 111 STREET,MANHATTAN,40.80051432,-73.95597458,1,1
10/1/13 12:14,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11231,231 KANE STREET,BROOKLYN,40.68586896,-73.99564072,3,5
7/17/13 0:00,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11236,1619 REMSEN AVENUE,BROOKLYN,40.63235476,-73.89718698,1,2
12/20/13 8:12,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11206,268 THROOP AVENUE,BROOKLYN,40.69512145,-73.94336481,3,3
9/1/13 21:54,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10037, EAST 130 STREET,MANHATTAN,40.80858906,-73.93759689,3,3
3/16/13 2:13,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10035,,MANHATTAN,40.80191964,-73.94343648,0,1
3/15/13 0:00,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,10462,34 METROPOLITAN OVAL,BRONX,40.83774609,-73.85947993,1,1
6/28/13 20:37,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11211,256 SOUTH 4 STREET,BROOKLYN,40.70999601,-73.95771883,3,3
3/9/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11355,143-30 SANFORD AVENUE,QUEENS,40.75843231,-73.82224796,1,1
10/4/13 16:00,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,Unspecified,NA,NA,0,4
3/11/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10032,780 RIVERSIDE DRIVE,MANHATTAN,40.83430121,-73.94791889,1,1
11/13/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,11418,86-07 101 STREET,QUEENS,40.69577445,-73.84676067,1,2
5/20/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,10026,1850 ADAM C POWELL BOULEVARD,MANHATTAN,40.80056864,-73.95447199,1,2
3/17/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11432,172-32 JAMAICA AVENUE,QUEENS,40.70774599,-73.78732064,1,1
7/19/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,10452,115 WEST 172 STREET,BRONX,40.84394983,-73.92069237,1,1
3/19/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11206,223 BUSHWICK AVENUE,BROOKLYN,40.70818753,-73.93991634,1,2
1/22/13 0:01,Department of Environmental Protection,Water System,Dirty Water (WE),,11210,753 EAST 32 STREET,BROOKLYN,40.63289845,-73.94572703,0,1
12/12/13 14:52,Department of Transportation,Street Light Condition,Street Light Out,,,,BRONX,NA,NA,0,2
7/23/13 12:29,Department of Transportation,Agency Issues,Commercial Cyclist - Rider Identification,,,,Unspecified,NA,NA,0,5
1/23/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10458,2557 MARION AVENUE,BRONX,40.86266223,-73.8923733,1,1
11/14/13 13:29,Department of Transportation,Traffic Signal Condition,Controller,,,,BRONX,NA,NA,0,3
11/6/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,3343 DECATUR AVENUE,BRONX,40.87754345,-73.87295252,1,1
6/29/13 6:30,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10464,197 BANTA LANE,BRONX,40.84660694,-73.78375743,0,2
11/9/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10456,1113 SHERIDAN AVENUE,BRONX,40.83187949,-73.91805076,1,1
4/11/13 22:49,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10454,417 EAST 135 STREET,BRONX,40.80694759,-73.92370934,3,3
4/24/13 10:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11413,149-09 183 STREET,QUEENS,40.65842492,-73.76471005,3,3
1/27/13 20:56,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11354,33-15 143 STREET,QUEENS,40.76787753,-73.82619751,3,2
6/18/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10458,2364 TIEBOUT AVENUE,BRONX,40.85857894,-73.89626609,1,1
11/14/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11213,899 MONTGOMERY STREET,BROOKLYN,40.66455133,-73.93519405,1,1
7/3/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10019,743 9 AVENUE,MANHATTAN,40.76363845,-73.98884903,1,4
3/29/13 0:00,Department of Housing Preservation and Development,NONCONST,RUBBISH,RESIDENTIAL BUILDING,11237,787 HART STREET,BROOKLYN,40.70098937,-73.92367912,1,4
12/11/13 9:30,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,11366,,QUEENS,40.73091294,-73.77491409,0,1
12/29/13 11:23,Department of Environmental Protection,Hazardous Materials,"Oil Spill On Street, Large (HQL)",,11369,,QUEENS,40.76482805,-73.86984637,0,5
2/14/13 10:33,Department of Consumer Affairs,Consumer Complaint,Illegal Tow,,11234,2002 UTICA AVENUE,BROOKLYN,40.62277646,-73.92729519,0,2
9/16/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10003,55 1 AVENUE,MANHATTAN,40.72485772,-73.98730055,1,1
11/11/13 0:00,Department of Housing Preservation and Development,ELECTRIC,BELL-BUZZER/INTERCOM,RESIDENTIAL BUILDING,10018,61 WEST 37 STREET,MANHATTAN,40.7511357,-73.98503256,1,1
3/30/13 12:46,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,11238,3 EASTERN PARKWAY,BROOKLYN,40.67259306,-73.96607723,0,1
12/19/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11230,1567 EAST 15 STREET,BROOKLYN,40.61137097,-73.95876455,1,1
11/5/13 15:01,Department of Transportation,Street Light Condition,Street Light Lamp Dim,,10461,,BRONX,40.84706221,-73.84907237,0,2
11/20/13 20:00,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10025,250 WEST 105 STREET,MANHATTAN,40.80065562,-73.96834887,3,5
2/18/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10032,515 WEST 171 STREET,MANHATTAN,40.84195852,-73.936138,1,2
4/8/13 10:31,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11228,989 78 STREET,BROOKLYN,40.62296571,-74.01646607,3,5
3/12/13 19:19,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,10314,128 FOREST STREET,STATEN ISLAND,40.60566835,-74.16720027,0,1
6/8/13 15:51,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,11434,129-11 154 STREET,QUEENS,40.67343366,-73.7844487,0,2
2/17/13 16:13,Department of Transportation,Traffic Signal Condition,Controller,,11106,,QUEENS,40.75967182,-73.92724683,0,3
10/3/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10301,136 HENDRICKS AVENUE,STATEN ISLAND,40.64004845,-74.08603751,1,1
4/13/13 16:55,A - Brooklyn,Dirty Conditions,E11 Litter Surveillance,Sidewalk,11216,203 CLIFTON PLACE,BROOKLYN,40.68862727,-73.95577801,3,2
6/15/13 17:53,Bronx 08,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10463,3837 BAILEY AVENUE,BRONX,40.88474477,-73.89698472,3,4
2/3/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11210,2913 FOSTER AVENUE,BROOKLYN,40.63857068,-73.94900487,1,4
8/20/13 10:34,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10065,215 EAST 68 STREET,MANHATTAN,40.7667121,-73.96132177,3,3
6/4/13 14:30,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10468,65 EAST 193 STREET,BRONX,40.86607494,-73.89651471,0,5
2/12/13 11:03,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,3443 DEKALB AVENUE,BRONX,40.88104407,-73.88177678,3,3
11/30/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11238,420 CLINTON AVENUE,BROOKLYN,40.68564482,-73.96733258,1,1
5/10/13 10:53,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11221,438 PUTNAM AVENUE,BROOKLYN,40.684771,-73.94353946,3,5
8/6/13 18:36,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,4207 18 AVENUE,BROOKLYN,40.63149235,-73.97556975,3,3
10/10/13 15:50,Department of Transportation,Street Light Condition,Street Light Out,,,,BRONX,NA,NA,0,2
10/16/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,10034,38 POST AVENUE,MANHATTAN,40.8630991,-73.92399922,1,2
10/2/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CABINETS,RESIDENTIAL BUILDING,10458,2582 BRIGGS AVENUE,BRONX,40.86386819,-73.89348848,1,2
5/16/13 14:47,Department of Transportation,Street Light Condition,Street Light Out,,,,MANHATTAN,NA,NA,0,2
1/15/13 15:23,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10009,611 EAST 11 STREET,MANHATTAN,40.72725266,-73.97894053,0,5
1/1/13 0:00,Department of Housing Preservation and Development,NONCONST,CARBON MONOXIDE,RESIDENTIAL BUILDING,11429,218-65 98 AVENUE,QUEENS,40.71639358,-73.73514155,1,4
10/24/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11235,3255 SHORE PARKWAY SR NORTH,BROOKLYN,40.58559596,-73.95514059,1,2
4/2/13 19:28,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11369,32-28 97 STREET,QUEENS,40.75823708,-73.87154854,0,2
6/9/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10456,1043 CLAY AVENUE,BRONX,40.82845847,-73.91280468,1,1
7/12/13 14:34,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,11101, 48 STREET,QUEENS,40.75255722,-73.91491441,3,3
7/10/13 14:44,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,11364,,QUEENS,40.74499435,-73.76432852,4,5
5/8/13 19:27,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10065,1091 THIRD AVENUE,MANHATTAN,40.7647725,-73.96421808,3,3
6/4/13 8:06,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11423,188-14 87 DRIVE,QUEENS,40.71588829,-73.77361569,3,4
5/31/13 0:00,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,RESIDENTIAL BUILDING,11216,207 KOSCIUSZKO STREET,BROOKLYN,40.69116237,-73.946765,1,5
12/23/13 12:25,Department of Consumer Affairs,Consumer Complaint,Clothing Damage,,10019,,MANHATTAN,40.76661626,-73.98666083,0,2
8/12/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,LOCKS,RESIDENTIAL BUILDING,10459,1417 PROSPECT AVENUE,BRONX,40.83256213,-73.89658129,1,2
7/6/13 18:32,Department of Transportation,Traffic Signal Condition,Controller,,11434,,QUEENS,40.68096366,-73.77356479,0,3
1/24/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11104,43-38 40 STREET,QUEENS,40.74487832,-73.9240583,1,1
10/8/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,11225,611 FLATBUSH AVENUE,BROOKLYN,40.65835959,-73.96046552,1,1
6/20/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10458,2414 BELMONT AVENUE,BRONX,40.85517946,-73.88591117,1,1
3/19/13 12:16,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10003,,MANHATTAN,40.73329234,-73.98717987,3,3
8/13/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11372,87-10 37 AVENUE,QUEENS,40.75025018,-73.87945721,1,1
11/25/13 20:21,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10312,73 AUGUSTA AVENUE,STATEN ISLAND,40.55164541,-74.17068153,3,5
4/26/13 14:31,Department of Transportation,Street Light Condition,Street Light Out,,10309,,STATEN ISLAND,40.52280073,-74.19926078,0,2
12/21/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10035,1647 PARK AVENUE,MANHATTAN,40.79960562,-73.94299781,1,1
11/17/13 10:23,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10469,,BRONX,40.86766021,-73.85469481,3,3
10/15/13 11:47,Department of Sanitation,Graffiti,Graffiti,Comercial,10011,175 EIGHTH AVENUE,MANHATTAN,40.74275696,-74.00034644,2,2
12/4/13 16:04,Department of Health and Mental Hygiene,Asbestos,N/A,1-2 Family Dwelling,11236,659 EAST 87 STREET,BROOKLYN,40.64100656,-73.91059221,1,5
7/30/13 15:31,Department of Consumer Affairs,Consumer Complaint,Sidewalk Blocked,,11214,1719 BENSON AVENUE,BROOKLYN,40.60657756,-74.00607917,0,2
7/26/13 0:00,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11225,611 FLATBUSH AVENUE,BROOKLYN,40.65835959,-73.96046552,1,1
7/16/13 19:36,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11208,16 SHEPHERD AVENUE,BROOKLYN,40.6798494,-73.88177292,0,5
8/1/13 9:10,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10467,3324 RESERVOIR OVAL E,BRONX,40.8776032,-73.87744359,3,3
10/30/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10455,381 EAST 151 STREET,BRONX,40.81772488,-73.91791645,1,2
6/27/13 15:44,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11219,6711 10 AVENUE,BROOKLYN,40.62856037,-74.0095865,0,2
10/21/13 16:58,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,,11201,170 JORALEMON STREET,BROOKLYN,40.69272522,-73.99228664,0,5
4/22/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10461,2860 BUHRE AVENUE,BRONX,40.84730471,-73.83379718,1,1
8/31/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10452,1277 SHAKESPEARE AVENUE,BRONX,40.83914244,-73.92266411,1,1
11/20/13 11:55,Department of Consumer Affairs,Consumer Complaint,Damaged/Defective Goods,,11364,226-06 UNION TURNPIKE,QUEENS,40.73620186,-73.74454215,0,2
1/29/13 12:00,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11362,,QUEENS,40.76071788,-73.7419971,4,2
1/8/13 15:40,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11379,61-44 ELIOT AVENUE,QUEENS,40.7149151,-73.90053342,0,2
1/29/13 19:53,Department of Transportation,Street Light Condition,Street Light Out,,11385,72-007 73 ST,QUEENS,40.70229324,-73.87639899,0,2
12/9/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10457,1515 SELWYN AVENUE,BRONX,40.84083795,-73.91030919,1,1
10/17/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,11230,1912 AVENUE H,BROOKLYN,40.63040316,-73.95821599,1,2
12/3/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11203,854 EAST NEW YORK AVENUE,BROOKLYN,40.66258003,-73.93422638,1,1
12/12/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,2554 HOLLAND AVENUE,BRONX,40.86400632,-73.86544038,1,1
4/28/13 10:35,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10075, EAST 77 STREET,MANHATTAN,40.77054595,-73.95252492,3,5
10/15/13 14:54,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,11211,252 UNION AVENUE,BROOKLYN,40.70795382,-73.95061096,0,2
8/26/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11226,2106 REGENT PLACE,BROOKLYN,40.64623259,-73.95887994,1,4
12/13/13 16:25,Department of Transportation,Street Light Condition,Street Light Out,,10305,,STATEN ISLAND,40.60709952,-74.06099028,0,2
1/29/13 16:28,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,,330 W 39 ST,MANHATTAN,NA,NA,0,1
7/27/13 18:31,A - Queens,Dirty Conditions,"E4 18"" Law",Street,11385,1704 HIMROD STREET,QUEENS,40.70538831,-73.91455623,3,2
7/16/13 11:29,Department of Transportation,Traffic Signal Condition,Controller,,11201,,BROOKLYN,40.6908973,-73.99404656,0,3
9/16/13 18:32,Department of Transportation,Street Sign - Missing,St Name - Attached to Pole,Street,10475,,BRONX,40.87994845,-73.82337681,3,5
7/31/13 12:58,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,11364,224-25 KINGSBURY AVENUE,QUEENS,40.73749632,-73.74654351,4,5
4/17/13 8:33,Department of Environmental Protection,Water System,Dirty Water (WE),,10305,17 WINFIELD AVENUE,STATEN ISLAND,40.59862597,-74.08340583,0,1
5/11/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11223,131 AVENUE U,BROOKLYN,40.59628841,-73.97956517,1,4
1/8/13 15:37,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11413,135-27 222 STREET,QUEENS,40.67595174,-73.74848265,3,5
1/28/13 16:40,Department of Health and Mental Hygiene,Non-Residential Heat,Inadequate or No Heat,Building (Non-Residential),10473,1975 TURNBULL AVENUE,BRONX,40.82304716,-73.85646149,2,5
7/16/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11216,50 NEW YORK AVENUE,BROOKLYN,40.6786545,-73.94690117,1,1
2/12/13 9:02,Department of Transportation,Street Condition,Pothole,,,73-20 UTOPIA PARKWAY,QUEENS,NA,NA,0,3
6/20/13 15:58,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11219,905 43 STREET,BROOKLYN,40.6434759,-73.9970272,0,2
7/2/13 23:30,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10007,53 PARK PLACE,MANHATTAN,40.71376363,-74.01035626,3,5
9/14/13 21:41,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,Unspecified,NA,NA,4,5
4/21/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10027,2035 ADAM C POWELL BOULEVARD,MANHATTAN,40.80684391,-73.94986931,1,1
3/5/13 14:42,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10463, OXFORD AVENUE,BRONX,40.88598712,-73.90886676,3,3
11/8/13 7:10,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11104,47-26 41 STREET,QUEENS,40.74111788,-73.9238605,3,3
4/4/13 16:04,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,3+ Family Apartment Building,10306,26 DONGAN HILLS AVENUE,STATEN ISLAND,40.58823092,-74.1011141,1,5
12/17/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10030,224 WEST 137 STREET,MANHATTAN,40.81700204,-73.94372714,1,1
3/7/13 10:19,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11221,202 VAN BUREN STREET,BROOKLYN,40.69062562,-73.93823376,0,5
7/10/13 16:31,A - Staten Island,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10310,111 ELM STREET,STATEN ISLAND,40.63940085,-74.11421353,4,2
